date	region_code	confirmed_addition
2020-05-22	Jämtland	8
2020-05-21	Jämtland	22
2020-05-20	Jämtland	18
2020-05-19	Jämtland	9
2020-05-18	Jämtland	15
2020-05-17	Jämtland	8
2020-05-16	Jämtland	7
2020-05-15	Jämtland	15
2020-05-14	Jämtland	30
2020-05-13	Jämtland	15
2020-05-12	Jämtland	13
2020-05-11	Jämtland	14
2020-05-10	Jämtland	0
2020-05-09	Jämtland	19
2020-05-08	Jämtland	10
2020-05-07	Jämtland	18
2020-05-06	Jämtland	9
2020-05-05	Jämtland	22
2020-05-04	Jämtland	2
2020-05-03	Jämtland	6
2020-05-02	Jämtland	13
2020-05-01	Jämtland	7
2020-04-30	Jämtland	20
2020-04-29	Jämtland	18
2020-04-28	Jämtland	11
2020-04-27	Jämtland	6
2020-04-26	Jämtland	1
2020-04-25	Jämtland	13
2020-04-24	Jämtland	10
2020-04-23	Jämtland	8
2020-04-22	Jämtland	17
2020-04-21	Jämtland	13
2020-04-20	Jämtland	1
2020-04-19	Jämtland	6
2020-04-18	Jämtland	9
2020-04-17	Jämtland	19
2020-04-16	Jämtland	12
2020-04-15	Jämtland	15
2020-04-14	Jämtland	14
2020-04-13	Jämtland	6
2020-04-12	Jämtland	6
2020-04-11	Jämtland	2
2020-04-10	Jämtland	8
2020-04-09	Jämtland	8
2020-04-08	Jämtland	8
2020-04-07	Jämtland	6
2020-04-06	Jämtland	4
2020-04-05	Jämtland	0
2020-04-04	Jämtland	2
2020-04-03	Jämtland	2
2020-04-02	Jämtland	4
2020-04-01	Jämtland	0
2020-03-31	Jämtland	1
2020-03-30	Jämtland	2
2020-03-29	Jämtland	2
2020-03-28	Jämtland	8
2020-03-27	Jämtland	3
2020-03-26	Jämtland	7
2020-03-25	Jämtland	2
2020-03-24	Jämtland	4
2020-03-23	Jämtland	0
2020-03-22	Jämtland	9
2020-03-21	Jämtland	16
2020-03-20	Jämtland	3
2020-03-19	Jämtland	1
2020-03-18	Jämtland	4
2020-03-17	Jämtland	0
2020-03-16	Jämtland	1
2020-03-15	Jämtland	7
2020-03-14	Jämtland	3
2020-03-13	Jämtland	3
2020-03-12	Jämtland	5
2020-03-11	Jämtland	3
2020-03-10	Jämtland	0
2020-03-09	Jämtland	0
2020-03-08	Jämtland	0
2020-03-07	Jämtland	0
2020-03-06	Jämtland	0
2020-03-05	Jämtland	0
2020-03-04	Jämtland	0
2020-03-03	Jämtland	0
2020-03-02	Jämtland	0
2020-03-01	Jämtland	0
2020-02-29	Jämtland	0
2020-02-28	Jämtland	0
2020-02-27	Jämtland	0
2020-02-26	Jämtland	0
2020-02-25	Jämtland	0
2020-02-24	Jämtland	0
2020-02-23	Jämtland	0
2020-02-22	Jämtland	0
2020-02-21	Jämtland	0
2020-02-20	Jämtland	0
2020-02-19	Jämtland	0
2020-02-18	Jämtland	0
2020-02-17	Jämtland	0
2020-02-16	Jämtland	0
2020-02-15	Jämtland	0
2020-02-14	Jämtland	0
2020-02-13	Jämtland	0
2020-02-12	Jämtland	0
2020-02-11	Jämtland	0
2020-02-10	Jämtland	0
2020-02-09	Jämtland	0
2020-02-08	Jämtland	0
2020-02-07	Jämtland	0
2020-02-06	Jämtland	0
2020-02-05	Jämtland	0
2020-02-04	Jämtland	0
2021-02-18	Jönköping	170
2021-02-17	Jönköping	244
2021-02-16	Jönköping	301
2021-02-15	Jönköping	3
2021-02-14	Jönköping	8
2021-02-13	Jönköping	184
2021-02-12	Jönköping	177
2021-02-11	Jönköping	192
2021-02-10	Jönköping	211
2021-02-09	Jönköping	282
2021-02-08	Jönköping	11
2021-02-07	Jönköping	10
2021-02-06	Jönköping	137
2021-02-05	Jönköping	183
2021-02-04	Jönköping	134
2021-02-03	Jönköping	173
2021-02-02	Jönköping	295
2021-02-01	Jönköping	9
2021-01-31	Jönköping	7
2021-01-30	Jönköping	152
2021-01-29	Jönköping	163
2021-01-28	Jönköping	174
2021-01-27	Jönköping	225
2021-01-26	Jönköping	302
2021-01-25	Jönköping	13
2021-01-24	Jönköping	13
2021-01-23	Jönköping	189
2021-01-22	Jönköping	138
2021-01-21	Jönköping	181
2021-01-20	Jönköping	193
2021-01-19	Jönköping	280
2021-01-18	Jönköping	27
2021-01-17	Jönköping	17
2021-01-16	Jönköping	168
2021-01-15	Jönköping	162
2021-01-14	Jönköping	168
2021-01-13	Jönköping	206
2021-01-12	Jönköping	290
2021-01-11	Jönköping	33
2021-01-10	Jönköping	30
2021-01-09	Jönköping	237
2021-01-08	Jönköping	293
2021-01-07	Jönköping	211
2021-01-06	Jönköping	143
2021-01-05	Jönköping	432
2021-01-04	Jönköping	50
2021-01-03	Jönköping	272
2021-01-02	Jönköping	23
2021-01-01	Jönköping	25
2020-12-31	Jönköping	315
2020-12-30	Jönköping	350
2020-12-29	Jönköping	386
2020-12-28	Jönköping	30
2020-12-27	Jönköping	258
2020-12-26	Jönköping	11
2020-12-25	Jönköping	127
2020-12-24	Jönköping	111
2020-12-23	Jönköping	284
2020-12-22	Jönköping	339
2020-12-21	Jönköping	36
2020-12-20	Jönköping	18
2020-12-19	Jönköping	258
2020-12-18	Jönköping	227
2020-12-17	Jönköping	277
2020-12-16	Jönköping	284
2020-12-15	Jönköping	331
2020-12-14	Jönköping	33
2020-12-13	Jönköping	16
2020-12-12	Jönköping	276
2020-12-11	Jönköping	225
2020-12-10	Jönköping	132
2020-12-09	Jönköping	273
2020-12-08	Jönköping	264
2020-12-07	Jönköping	29
2020-12-06	Jönköping	20
2020-12-05	Jönköping	193
2020-12-04	Jönköping	235
2020-12-03	Jönköping	185
2020-12-02	Jönköping	191
2020-12-01	Jönköping	217
2020-11-30	Jönköping	20
2020-11-29	Jönköping	138
2020-11-28	Jönköping	112
2020-11-27	Jönköping	130
2020-11-26	Jönköping	249
2020-11-25	Jönköping	142
2020-11-24	Jönköping	266
2020-11-23	Jönköping	26
2020-11-22	Jönköping	52
2020-11-21	Jönköping	200
2020-11-20	Jönköping	169
2020-11-19	Jönköping	301
2020-11-18	Jönköping	205
2020-11-17	Jönköping	336
2020-11-16	Jönköping	34
2020-11-15	Jönköping	13
2020-11-14	Jönköping	135
2020-11-13	Jönköping	233
2020-11-12	Jönköping	284
2020-11-11	Jönköping	248
2020-11-10	Jönköping	298
2020-11-09	Jönköping	69
2020-11-08	Jönköping	11
2020-11-07	Jönköping	257
2020-11-06	Jönköping	150
2020-11-05	Jönköping	190
2020-11-04	Jönköping	201
2020-11-03	Jönköping	248
2020-11-02	Jönköping	21
2020-11-01	Jönköping	30
2020-10-31	Jönköping	164
2020-10-30	Jönköping	281
2020-10-29	Jönköping	51
2020-10-28	Jönköping	159
2020-10-27	Jönköping	200
2020-10-26	Jönköping	7
2020-10-25	Jönköping	7
2020-10-24	Jönköping	60
2020-10-23	Jönköping	54
2020-10-22	Jönköping	42
2020-10-21	Jönköping	39
2020-10-20	Jönköping	62
2020-10-19	Jönköping	7
2020-10-18	Jönköping	54
2020-10-17	Jönköping	7
2020-10-16	Jönköping	52
2020-10-15	Jönköping	44
2020-10-14	Jönköping	45
2020-10-13	Jönköping	72
2020-10-12	Jönköping	0
2020-10-11	Jönköping	6
2020-10-10	Jönköping	33
2020-10-09	Jönköping	49
2020-10-08	Jönköping	41
2020-10-07	Jönköping	39
2020-10-06	Jönköping	26
2020-10-05	Jönköping	4
2020-10-04	Jönköping	1
2020-10-03	Jönköping	21
2020-10-02	Jönköping	27
2020-10-01	Jönköping	12
2020-09-30	Jönköping	24
2020-09-29	Jönköping	27
2020-09-28	Jönköping	2
2020-09-27	Jönköping	8
2020-09-26	Jönköping	10
2020-09-25	Jönköping	12
2020-09-24	Jönköping	12
2020-09-23	Jönköping	23
2020-09-22	Jönköping	30
2020-09-21	Jönköping	1
2020-09-20	Jönköping	0
2020-09-19	Jönköping	14
2020-09-18	Jönköping	24
2020-09-17	Jönköping	18
2020-09-16	Jönköping	27
2020-09-15	Jönköping	22
2020-09-14	Jönköping	0
2020-09-13	Jönköping	1
2020-09-12	Jönköping	28
2020-09-11	Jönköping	30
2020-09-10	Jönköping	13
2020-09-09	Jönköping	37
2020-09-08	Jönköping	20
2020-09-07	Jönköping	3
2020-09-06	Jönköping	1
2020-09-05	Jönköping	17
2020-09-04	Jönköping	23
2020-09-03	Jönköping	13
2020-09-02	Jönköping	14
2020-09-01	Jönköping	9
2020-08-31	Jönköping	1
2020-08-30	Jönköping	0
2020-08-29	Jönköping	6
2020-08-28	Jönköping	11
2020-08-27	Jönköping	5
2020-08-26	Jönköping	5
2020-08-25	Jönköping	5
2020-08-24	Jönköping	0
2020-08-23	Jönköping	2
2020-08-22	Jönköping	7
2020-08-21	Jönköping	8
2020-08-20	Jönköping	14
2020-08-19	Jönköping	11
2020-08-18	Jönköping	18
2020-08-17	Jönköping	2
2020-08-16	Jönköping	1
2020-08-15	Jönköping	15
2020-08-14	Jönköping	9
2020-08-13	Jönköping	11
2020-08-12	Jönköping	13
2020-08-11	Jönköping	19
2020-08-10	Jönköping	0
2020-08-09	Jönköping	6
2020-08-08	Jönköping	9
2020-08-07	Jönköping	15
2020-08-06	Jönköping	12
2020-08-05	Jönköping	16
2020-08-04	Jönköping	21
2020-08-03	Jönköping	2
2020-08-02	Jönköping	3
2020-08-01	Jönköping	9
2020-07-31	Jönköping	10
2020-07-30	Jönköping	14
2020-07-29	Jönköping	11
2020-07-28	Jönköping	15
2020-07-27	Jönköping	1
2020-07-26	Jönköping	0
2020-07-25	Jönköping	6
2020-07-24	Jönköping	9
2020-07-23	Jönköping	6
2020-07-22	Jönköping	18
2020-07-21	Jönköping	19
2020-07-20	Jönköping	2
2020-07-19	Jönköping	9
2020-07-18	Jönköping	15
2020-07-17	Jönköping	16
2020-07-16	Jönköping	9
2020-07-15	Jönköping	31
2020-07-14	Jönköping	22
2020-07-13	Jönköping	3
2020-07-12	Jönköping	3
2020-07-11	Jönköping	24
2020-07-10	Jönköping	31
2020-07-09	Jönköping	26
2020-07-08	Jönköping	42
2020-07-07	Jönköping	49
2020-07-06	Jönköping	2
2020-07-05	Jönköping	2
2020-07-04	Jönköping	48
2020-07-03	Jönköping	53
2020-07-02	Jönköping	48
2020-07-01	Jönköping	91
2020-06-30	Jönköping	90
2020-06-29	Jönköping	7
2020-06-28	Jönköping	10
2020-06-27	Jönköping	100
2020-06-26	Jönköping	110
2020-06-25	Jönköping	159
2020-06-24	Jönköping	229
2020-06-23	Jönköping	169
2020-06-22	Jönköping	9
2020-06-21	Jönköping	7
2020-06-20	Jönköping	7
2020-06-19	Jönköping	224
2020-06-18	Jönköping	169
2020-06-17	Jönköping	206
2020-06-16	Jönköping	143
2020-06-15	Jönköping	11
2020-06-14	Jönköping	16
2020-06-13	Jönköping	121
2020-06-12	Jönköping	137
2020-06-11	Jönköping	131
2020-06-10	Jönköping	155
2020-06-09	Jönköping	63
2020-06-08	Jönköping	13
2020-06-07	Jönköping	23
2020-06-06	Jönköping	40
2020-06-05	Jönköping	42
2020-06-04	Jönköping	26
2020-06-03	Jönköping	41
2020-06-02	Jönköping	35
2020-06-01	Jönköping	11
2020-05-31	Jönköping	18
2020-05-30	Jönköping	36
2020-05-29	Jönköping	28
2020-05-28	Jönköping	38
2020-05-27	Jönköping	45
2020-05-26	Jönköping	35
2020-05-25	Jönköping	24
2020-05-24	Jönköping	17
2020-05-23	Jönköping	27
2020-05-22	Jönköping	12
2020-05-21	Jönköping	28
2020-05-20	Jönköping	32
2020-05-19	Jönköping	41
2020-05-18	Jönköping	5
2020-05-17	Jönköping	24
2020-05-16	Jönköping	21
2020-05-15	Jönköping	35
2020-05-14	Jönköping	14
2020-05-13	Jönköping	34
2020-05-12	Jönköping	29
2020-05-11	Jönköping	11
2020-05-10	Jönköping	6
2020-05-09	Jönköping	33
2020-05-08	Jönköping	27
2020-05-07	Jönköping	28
2020-05-06	Jönköping	24
2020-05-05	Jönköping	22
2020-05-04	Jönköping	16
2020-05-03	Jönköping	7
2020-05-02	Jönköping	18
2020-05-01	Jönköping	23
2020-04-30	Jönköping	28
2020-04-29	Jönköping	43
2020-04-28	Jönköping	18
2020-04-27	Jönköping	23
2020-04-26	Jönköping	5
2020-04-25	Jönköping	19
2020-04-24	Jönköping	24
2020-04-23	Jönköping	46
2020-04-22	Jönköping	31
2020-04-21	Jönköping	49
2020-04-20	Jönköping	8
2020-04-19	Jönköping	15
2020-04-18	Jönköping	35
2020-04-17	Jönköping	36
2020-04-16	Jönköping	23
2020-04-15	Jönköping	28
2020-04-14	Jönköping	11
2020-04-13	Jönköping	5
2020-04-12	Jönköping	9
2020-04-11	Jönköping	5
2020-04-10	Jönköping	19
2020-04-09	Jönköping	21
2020-04-08	Jönköping	18
2020-04-07	Jönköping	23
2020-04-06	Jönköping	10
2020-04-05	Jönköping	12
2020-04-04	Jönköping	15
2020-04-03	Jönköping	29
2020-04-02	Jönköping	32
2020-04-01	Jönköping	13
2020-03-31	Jönköping	17
2020-03-30	Jönköping	15
2020-03-29	Jönköping	8
2020-03-28	Jönköping	10
2020-03-27	Jönköping	15
2020-03-26	Jönköping	9
2020-03-25	Jönköping	7
2020-03-24	Jönköping	5
2020-03-23	Jönköping	2
2020-03-22	Jönköping	1
2020-03-21	Jönköping	4
2020-03-20	Jönköping	3
2020-03-19	Jönköping	2
2020-03-18	Jönköping	2
2020-03-17	Jönköping	1
2020-03-16	Jönköping	2
2020-03-15	Jönköping	4
2020-03-14	Jönköping	0
2020-03-13	Jönköping	4
2020-03-12	Jönköping	7
2020-03-11	Jönköping	16
2020-03-10	Jönköping	0
2020-03-09	Jönköping	6
2020-03-08	Jönköping	2
2020-03-07	Jönköping	0
2020-03-06	Jönköping	0
2020-03-05	Jönköping	0
2020-03-04	Jönköping	0
2020-03-03	Jönköping	0
2020-03-02	Jönköping	0
2020-03-01	Jönköping	0
2020-02-29	Jönköping	0
2020-02-28	Jönköping	1
2020-02-27	Jönköping	0
2020-02-26	Jönköping	0
2020-02-25	Jönköping	0
2020-02-24	Jönköping	0
2020-02-23	Jönköping	0
2020-02-22	Jönköping	0
2020-02-21	Jönköping	0
2020-02-20	Jönköping	0
2020-02-19	Jönköping	0
2020-02-18	Jönköping	0
2020-02-17	Jönköping	0
2020-02-16	Jönköping	0
2020-02-15	Jönköping	0
2020-02-14	Jönköping	0
2020-02-13	Jönköping	0
2020-02-12	Jönköping	0
2020-02-11	Jönköping	0
2020-02-10	Jönköping	0
2020-02-09	Jönköping	0
2020-02-08	Jönköping	0
2020-02-07	Jönköping	0
2020-02-06	Jönköping	0
2020-02-05	Jönköping	0
2020-02-04	Jönköping	1
2021-02-18	Kalmar	90
2021-02-17	Kalmar	76
2021-02-16	Kalmar	113
2021-02-15	Kalmar	31
2021-02-14	Kalmar	18
2021-02-13	Kalmar	33
2021-02-12	Kalmar	49
2021-02-11	Kalmar	64
2021-02-10	Kalmar	83
2021-02-09	Kalmar	41
2021-02-08	Kalmar	12
2021-02-07	Kalmar	17
2021-02-06	Kalmar	26
2021-02-05	Kalmar	49
2021-02-04	Kalmar	61
2021-02-03	Kalmar	97
2021-02-02	Kalmar	77
2021-02-01	Kalmar	23
2021-01-31	Kalmar	36
2021-01-30	Kalmar	37
2021-01-29	Kalmar	87
2021-01-28	Kalmar	47
2021-01-27	Kalmar	145
2021-01-26	Kalmar	19
2021-01-25	Kalmar	58
2021-01-24	Kalmar	13
2021-01-23	Kalmar	56
2021-01-22	Kalmar	85
2021-01-21	Kalmar	115
2021-01-20	Kalmar	173
2021-01-19	Kalmar	86
2021-01-18	Kalmar	31
2021-01-17	Kalmar	65
2021-01-16	Kalmar	27
2021-01-15	Kalmar	106
2021-01-14	Kalmar	157
2021-01-13	Kalmar	155
2021-01-12	Kalmar	110
2021-01-11	Kalmar	105
2021-01-10	Kalmar	66
2021-01-09	Kalmar	97
2021-01-08	Kalmar	183
2021-01-07	Kalmar	254
2021-01-06	Kalmar	147
2021-01-05	Kalmar	160
2021-01-04	Kalmar	174
2021-01-03	Kalmar	38
2021-01-02	Kalmar	83
2021-01-01	Kalmar	78
2020-12-31	Kalmar	178
2020-12-30	Kalmar	204
2020-12-29	Kalmar	276
2020-12-28	Kalmar	63
2020-12-27	Kalmar	34
2020-12-26	Kalmar	16
2020-12-25	Kalmar	97
2020-12-24	Kalmar	92
2020-12-23	Kalmar	348
2020-12-22	Kalmar	131
2020-12-21	Kalmar	46
2020-12-20	Kalmar	83
2020-12-19	Kalmar	82
2020-12-18	Kalmar	166
2020-12-17	Kalmar	178
2020-12-16	Kalmar	150
2020-12-15	Kalmar	110
2020-12-14	Kalmar	77
2020-12-13	Kalmar	61
2020-12-12	Kalmar	150
2020-12-11	Kalmar	116
2020-12-10	Kalmar	123
2020-12-09	Kalmar	150
2020-12-08	Kalmar	68
2020-12-07	Kalmar	61
2020-12-06	Kalmar	44
2020-12-05	Kalmar	94
2020-12-04	Kalmar	100
2020-12-03	Kalmar	123
2020-12-02	Kalmar	85
2020-12-01	Kalmar	87
2020-11-30	Kalmar	85
2020-11-29	Kalmar	88
2020-11-28	Kalmar	95
2020-11-27	Kalmar	124
2020-11-26	Kalmar	90
2020-11-25	Kalmar	138
2020-11-24	Kalmar	70
2020-11-23	Kalmar	53
2020-11-22	Kalmar	36
2020-11-21	Kalmar	48
2020-11-20	Kalmar	89
2020-11-19	Kalmar	88
2020-11-18	Kalmar	58
2020-11-17	Kalmar	88
2020-11-16	Kalmar	41
2020-11-15	Kalmar	35
2020-11-14	Kalmar	24
2020-11-13	Kalmar	96
2020-11-12	Kalmar	77
2020-11-11	Kalmar	66
2020-11-10	Kalmar	84
2020-11-09	Kalmar	80
2020-11-08	Kalmar	32
2020-11-07	Kalmar	34
2020-11-06	Kalmar	54
2020-11-05	Kalmar	66
2020-11-04	Kalmar	85
2020-11-03	Kalmar	43
2020-11-02	Kalmar	4
2020-11-01	Kalmar	11
2020-10-31	Kalmar	39
2020-10-30	Kalmar	43
2020-10-29	Kalmar	37
2020-10-28	Kalmar	31
2020-10-27	Kalmar	6
2020-10-26	Kalmar	20
2020-10-25	Kalmar	12
2020-10-24	Kalmar	13
2020-10-23	Kalmar	19
2020-10-22	Kalmar	11
2020-10-21	Kalmar	19
2020-10-20	Kalmar	18
2020-10-19	Kalmar	10
2020-10-18	Kalmar	3
2020-10-17	Kalmar	8
2020-10-16	Kalmar	8
2020-10-15	Kalmar	5
2020-10-14	Kalmar	8
2020-10-13	Kalmar	4
2020-10-12	Kalmar	1
2020-10-11	Kalmar	2
2020-10-10	Kalmar	5
2020-10-09	Kalmar	4
2020-10-08	Kalmar	0
2020-10-07	Kalmar	7
2020-10-06	Kalmar	3
2020-10-05	Kalmar	0
2020-10-04	Kalmar	0
2020-10-03	Kalmar	3
2020-10-02	Kalmar	1
2020-10-01	Kalmar	3
2020-09-30	Kalmar	2
2020-09-29	Kalmar	4
2020-09-28	Kalmar	1
2020-09-27	Kalmar	0
2020-09-26	Kalmar	3
2020-09-25	Kalmar	3
2020-09-24	Kalmar	1
2020-09-23	Kalmar	0
2020-09-22	Kalmar	2
2020-09-21	Kalmar	2
2020-09-20	Kalmar	1
2020-09-19	Kalmar	0
2020-09-18	Kalmar	1
2020-09-17	Kalmar	2
2020-09-16	Kalmar	3
2020-09-15	Kalmar	4
2020-09-14	Kalmar	0
2020-09-13	Kalmar	1
2020-09-12	Kalmar	0
2020-09-11	Kalmar	2
2020-09-10	Kalmar	1
2020-09-09	Kalmar	1
2020-09-08	Kalmar	2
2020-09-07	Kalmar	1
2020-09-06	Kalmar	0
2020-09-05	Kalmar	2
2020-09-04	Kalmar	2
2020-09-03	Kalmar	2
2020-09-02	Kalmar	2
2020-09-01	Kalmar	0
2020-08-31	Kalmar	1
2020-08-30	Kalmar	0
2020-08-29	Kalmar	8
2020-08-28	Kalmar	3
2020-08-27	Kalmar	1
2020-08-26	Kalmar	8
2020-08-25	Kalmar	2
2020-08-24	Kalmar	2
2020-08-23	Kalmar	2
2020-08-22	Kalmar	5
2020-08-21	Kalmar	9
2020-08-20	Kalmar	8
2020-08-19	Kalmar	2
2020-08-18	Kalmar	12
2020-08-17	Kalmar	3
2020-08-16	Kalmar	2
2020-08-15	Kalmar	2
2020-08-14	Kalmar	3
2020-08-13	Kalmar	7
2020-08-12	Kalmar	9
2020-08-11	Kalmar	1
2020-08-10	Kalmar	2
2020-08-09	Kalmar	2
2020-08-08	Kalmar	2
2020-08-07	Kalmar	4
2020-08-06	Kalmar	1
2020-08-05	Kalmar	3
2020-08-04	Kalmar	0
2020-08-03	Kalmar	2
2020-08-02	Kalmar	0
2020-08-01	Kalmar	1
2020-07-31	Kalmar	4
2020-07-30	Kalmar	4
2020-07-29	Kalmar	5
2020-07-28	Kalmar	1
2020-07-27	Kalmar	1
2020-07-26	Kalmar	0
2020-07-25	Kalmar	2
2020-07-24	Kalmar	2
2020-07-23	Kalmar	0
2020-07-22	Kalmar	2
2020-07-21	Kalmar	6
2020-07-20	Kalmar	5
2020-07-19	Kalmar	1
2020-07-18	Kalmar	1
2020-07-17	Kalmar	2
2020-07-16	Kalmar	5
2020-07-15	Kalmar	3
2020-07-14	Kalmar	1
2020-07-13	Kalmar	1
2020-07-12	Kalmar	1
2020-07-11	Kalmar	2
2020-07-10	Kalmar	5
2020-07-09	Kalmar	4
2020-07-08	Kalmar	9
2020-07-07	Kalmar	5
2020-07-06	Kalmar	8
2020-07-05	Kalmar	0
2020-07-04	Kalmar	2
2020-07-03	Kalmar	9
2020-07-02	Kalmar	26
2020-07-01	Kalmar	22
2020-06-30	Kalmar	20
2020-06-29	Kalmar	6
2020-06-28	Kalmar	1
2020-06-27	Kalmar	7
2020-06-26	Kalmar	19
2020-06-25	Kalmar	13
2020-06-24	Kalmar	7
2020-06-23	Kalmar	14
2020-06-22	Kalmar	2
2020-06-21	Kalmar	2
2020-06-20	Kalmar	2
2020-06-19	Kalmar	11
2020-06-18	Kalmar	22
2020-06-17	Kalmar	14
2020-06-16	Kalmar	9
2020-06-15	Kalmar	11
2020-06-14	Kalmar	3
2020-06-13	Kalmar	9
2020-06-12	Kalmar	14
2020-06-11	Kalmar	10
2020-06-10	Kalmar	11
2020-06-09	Kalmar	11
2020-06-08	Kalmar	13
2020-06-07	Kalmar	3
2020-06-06	Kalmar	1
2020-06-05	Kalmar	14
2020-06-04	Kalmar	14
2020-06-03	Kalmar	9
2020-06-02	Kalmar	5
2020-06-01	Kalmar	10
2020-05-31	Kalmar	3
2020-05-30	Kalmar	1
2020-05-29	Kalmar	4
2020-05-28	Kalmar	18
2020-05-27	Kalmar	14
2020-05-26	Kalmar	17
2020-05-25	Kalmar	16
2020-05-24	Kalmar	0
2020-05-23	Kalmar	0
2020-05-22	Kalmar	11
2020-05-21	Kalmar	1
2020-05-20	Kalmar	3
2020-05-19	Kalmar	2
2020-05-18	Kalmar	7
2020-05-17	Kalmar	2
2020-05-16	Kalmar	3
2020-05-15	Kalmar	7
2020-05-14	Kalmar	5
2020-05-13	Kalmar	1
2020-05-12	Kalmar	6
2020-05-11	Kalmar	6
2020-05-10	Kalmar	4
2020-05-09	Kalmar	4
2020-05-08	Kalmar	5
2020-05-07	Kalmar	8
2020-05-06	Kalmar	3
2020-05-05	Kalmar	5
2020-05-04	Kalmar	14
2020-05-03	Kalmar	1
2020-05-02	Kalmar	2
2020-05-01	Kalmar	7
2020-04-30	Kalmar	7
2020-04-29	Kalmar	11
2020-04-28	Kalmar	5
2020-04-27	Kalmar	7
2020-04-26	Kalmar	2
2020-04-25	Kalmar	1
2020-04-24	Kalmar	1
2020-04-23	Kalmar	11
2020-04-22	Kalmar	11
2020-04-21	Kalmar	11
2020-04-20	Kalmar	6
2020-04-19	Kalmar	4
2020-04-18	Kalmar	2
2020-04-17	Kalmar	5
2020-04-16	Kalmar	4
2020-04-15	Kalmar	2
2020-04-14	Kalmar	5
2020-04-13	Kalmar	6
2020-04-12	Kalmar	2
2020-04-11	Kalmar	3
2020-04-10	Kalmar	1
2020-04-09	Kalmar	1
2020-04-08	Kalmar	2
2020-04-07	Kalmar	4
2020-04-06	Kalmar	6
2020-04-05	Kalmar	3
2020-04-04	Kalmar	1
2020-04-03	Kalmar	2
2020-04-02	Kalmar	5
2020-04-01	Kalmar	5
2020-03-31	Kalmar	2
2020-03-30	Kalmar	3
2020-03-29	Kalmar	1
2020-03-28	Kalmar	1
2020-03-27	Kalmar	5
2020-03-26	Kalmar	6
2020-03-25	Kalmar	2
2020-03-24	Kalmar	1
2020-03-23	Kalmar	3
2020-03-22	Kalmar	1
2020-03-21	Kalmar	1
2020-03-20	Kalmar	1
2020-03-19	Kalmar	1
2020-03-18	Kalmar	1
2020-03-17	Kalmar	0
2020-03-16	Kalmar	0
2020-03-15	Kalmar	0
2020-03-14	Kalmar	2
2020-03-13	Kalmar	0
2020-03-12	Kalmar	2
2020-03-11	Kalmar	2
2020-03-10	Kalmar	1
2020-03-09	Kalmar	0
2020-03-08	Kalmar	0
2020-03-07	Kalmar	0
2020-03-06	Kalmar	0
2020-03-05	Kalmar	0
2020-03-04	Kalmar	0
2020-03-03	Kalmar	0
2020-03-02	Kalmar	0
2020-03-01	Kalmar	0
2020-02-29	Kalmar	0
2020-02-28	Kalmar	0
2020-02-27	Kalmar	0
2020-02-26	Kalmar	0
2020-02-25	Kalmar	0
2020-02-24	Kalmar	0
2020-02-23	Kalmar	0
2020-02-22	Kalmar	0
2020-02-21	Kalmar	0
2020-02-20	Kalmar	0
2020-02-19	Kalmar	0
2020-02-18	Kalmar	0
2020-02-17	Kalmar	0
2020-02-16	Kalmar	0
2020-02-15	Kalmar	0
2020-02-14	Kalmar	0
2020-02-13	Kalmar	0
2020-02-12	Kalmar	0
2020-02-11	Kalmar	0
2020-02-10	Kalmar	0
2020-02-09	Kalmar	0
2020-02-08	Kalmar	0
2020-02-07	Kalmar	0
2020-02-06	Kalmar	0
2020-02-05	Kalmar	0
2020-02-04	Kalmar	0
2021-02-18	Kronoberg	71
2021-02-17	Kronoberg	168
2021-02-16	Kronoberg	46
2021-02-15	Kronoberg	40
2021-02-14	Kronoberg	1
2021-02-13	Kronoberg	79
2021-02-12	Kronoberg	62
2021-02-11	Kronoberg	120
2021-02-10	Kronoberg	104
2021-02-09	Kronoberg	125
2021-02-08	Kronoberg	19
2021-02-07	Kronoberg	3
2021-02-06	Kronoberg	78
2021-02-05	Kronoberg	100
2021-02-04	Kronoberg	60
2021-02-03	Kronoberg	119
2021-02-02	Kronoberg	105
2021-02-01	Kronoberg	3
2021-01-31	Kronoberg	3
2021-01-30	Kronoberg	84
2021-01-29	Kronoberg	102
2021-01-28	Kronoberg	124
2021-01-27	Kronoberg	115
2021-01-26	Kronoberg	164
2021-01-25	Kronoberg	15
2021-01-24	Kronoberg	4
2021-01-23	Kronoberg	117
2021-01-22	Kronoberg	131
2021-01-21	Kronoberg	118
2021-01-20	Kronoberg	81
2021-01-19	Kronoberg	172
2021-01-18	Kronoberg	7
2021-01-17	Kronoberg	4
2021-01-16	Kronoberg	119
2021-01-15	Kronoberg	104
2021-01-14	Kronoberg	109
2021-01-13	Kronoberg	142
2021-01-12	Kronoberg	195
2021-01-11	Kronoberg	11
2021-01-10	Kronoberg	8
2021-01-09	Kronoberg	174
2021-01-08	Kronoberg	220
2021-01-07	Kronoberg	32
2021-01-06	Kronoberg	319
2021-01-05	Kronoberg	232
2021-01-04	Kronoberg	52
2021-01-03	Kronoberg	14
2021-01-02	Kronoberg	10
2021-01-01	Kronoberg	13
2020-12-31	Kronoberg	267
2020-12-30	Kronoberg	373
2020-12-29	Kronoberg	277
2020-12-28	Kronoberg	34
2020-12-27	Kronoberg	24
2020-12-26	Kronoberg	12
2020-12-25	Kronoberg	13
2020-12-24	Kronoberg	196
